meme_id,image_path,blip_caption
210226,./memes_training/210226.jpeg,a cartoon picture of a woman in a red dress and a man in a blue shirt
210227,./memes_training/210227.jpeg,a cartoon picture of a man in a white shirt and tie
210228,./memes_training/210228.jpeg,"arafed dog hanging from a power line with a caption saying, when you get yourself"
210229,./memes_training/210229.jpeg,a cartoon picture of a woman with a green shirt and a black hair
210230,./memes_training/210230.jpeg,there is a cat that is looking at a dog through a glass door
210231,./memes_training/210231.png,there is a cartoon of two men with a beard and a fish
210232,./memes_training/210232.jpeg,a man with long hair and a beard in a leather jacket
210234,./memes_training/210234.jpeg,a bear sitting on a log with the caption of a weight limit in the elevator when i
210235,./memes_training/210235.jpeg,a woman in a red top sitting on a couch with a large breast
210236,./memes_training/210236.png,a close up of a person with a big breast posing for a picture
210237,./memes_training/210237.jpeg,a picture of a man with a beard and a caption of the avengers
210238,./memes_training/210238.jpeg,a woman with a funny expression on her face and the caption of me after seeing small boo
210239,./memes_training/210239.jpeg,a man with a bald head and hands up in the air
210240,./memes_training/210240.jpeg,a man in a bathroom with a picture of thanos and a caption of the same guy
210241,./memes_training/210241.jpeg,a cartoon drawing of a man with a beard and a woman with a pencil
210242,./memes_training/210242.jpeg,a man in a tie standing in an office with a bunch of women
210243,./memes_training/210243.jpeg,a close up of two pictures of an otter with glasses on
210246,./memes_training/210246.jpeg,arafed dog dressed in a white dress with a white collar
210248,./memes_training/210248.jpeg,arafed picture of a woman in a red dress and a black and white striped dress
210250,./memes_training/210250.jpeg,arafed woman in a bikini and a hat with a hat on
210251,./memes_training/210251.jpeg,there is a woman that is sitting at a table with a laptop
210255,./memes_training/210255.jpeg,arafe photo of a woman holding a baby and a man holding a baby
210256,./memes_training/210256.jpeg,arafed image of a woman in a military uniform holding a microphone
210257,./memes_training/210257.jpeg,they are posing for a picture in a bar with a guy
210259,./memes_training/210259.jpeg,a woman is talking to a child who is sitting down
210260,./memes_training/210260.jpeg,a man holding a cell phone in his right hand and a cell phone in his left hand
210261,./memes_training/210261.png,two birds standing on top of a pile of rocks next to each other
210262,./memes_training/210262.jpeg,a woman and a man are smiling at each other
210264,./memes_training/210264.jpeg,there is a man walking across a brick walkway with a sign
210265,./memes_training/210265.jpeg,boys will be boys - boys will be boys
210267,./memes_training/210267.jpeg,a group of photos of a man with different facial expressions
210268,./memes_training/210268.jpeg,they are standing in a room with a tv and a man on a scale
210269,./memes_training/210269.jpeg,a cartoon drawing of a man with a beard and a woman with a knife
210271,./memes_training/210271.jpeg,a black and white photo of a group of men on a beach
210272,./memes_training/210272.png,a cartoon drawing of a man and woman with a beard
210273,./memes_training/210273.png,someone is holding a box of tampax on their hand
210274,./memes_training/210274.jpeg,arafed woman sitting on a bench with a map and a glass of water
210275,./memes_training/210275.jpeg,boys will be boys nope boys will be mad about their actions
210277,./memes_training/210277.jpeg,there are three kittens that are standing up against a wall
210278,./memes_training/210278.jpeg,a close up of a person on a laptop with a woman on a phone
210279,./memes_training/210279.jpeg,a picture of a man and a boy with a caption of a picture of a child and
210280,./memes_training/210280.jpeg,araf grader hugs a girl just had sex
210283,./memes_training/210283.jpeg,a close up of a child holding a teddy bear on a white background
210284,./memes_training/210284.jpeg,a woman standing in a kitchen with her hands on her hips
210285,./memes_training/210285.jpeg,a woman and man are arguing over a joke on a laptop
210286,./memes_training/210286.jpeg,they are in the kitchen together and the woman is kissing the man
210288,./memes_training/210288.jpeg,arafed image of a couple of people standing on a baseball field
210290,./memes_training/210290.jpeg,two women talking to each other about their own feelings
210291,./memes_training/210291.jpeg,a cartoon of a man looking at himself in the mirror
210292,./memes_training/210292.png,a man in a hat holding a sword with the words me call me sexist nahm sex
210293,./memes_training/210293.jpeg,araff skeleton sitting on a bench with a sign that says waiting for wife in fabric shop
210294,./memes_training/210294.jpeg,a close up of a pile of clothes on a floor near a tv
210295,./memes_training/210295.jpeg,a couple of men standing next to each other on a street
210296,./memes_training/210296.jpeg,a woman in a dress and a basket of clothes
210297,./memes_training/210297.jpeg,a cartoon picture of a woman trying to get new clothes
210298,./memes_training/210298.png,there is a black and white photo of a man hanging out clothes on a line
210301,./memes_training/210301.jpeg,woman in black dress and hat with caption saying if you don't cook for your man
210302,./memes_training/210302.jpeg,a couple of people cooking in a kitchen with a caption saying honey did i ever tell you
210303,./memes_training/210303.jpeg,woman in kitchen with a thermometer and a man in aprons
210304,./memes_training/210304.jpeg,someone is holding a pot in front of a refrigerator with a lid
210305,./memes_training/210305.jpeg,arafed man standing in a kitchen with a lot of food on the counter
210306,./memes_training/210306.jpeg,there are many different pictures of a woman in a kitchen
210307,./memes_training/210307.jpeg,a close up of a baby yodah with a caption that reads when your husband works
210308,./memes_training/210308.jpeg,there are some food in a pot on the stove
210309,./memes_training/210309.jpeg,a man in a white shirt is sitting at a table with a knife
210310,./memes_training/210310.jpeg,a close up of a stove top with a pan and a pan on it
210311,./memes_training/210311.jpeg,a cartoon of a man and woman sitting at a table with wine glasses
210312,./memes_training/210312.png,a close up of a baby yoda holding a spatula in its hand
210313,./memes_training/210313.jpeg,they should have to do something to clean the kitchen for us
210315,./memes_training/210315.jpeg,arafed man in a kitchen with a dishwasher and a dishwasher
210317,./memes_training/210317.jpeg,woman preparing food in kitchen with text that reads dear future wife p i deactivate your f
210318,./memes_training/210318.jpeg,there is a man standing in a field with a basket of food
210319,./memes_training/210319.jpeg,arafed man with a guitar and a quote on it
210321,./memes_training/210321.jpeg,"cartoon of a woman with a mickey mouse ears and a caption that reads, roses are red"
210322,./memes_training/210322.jpeg,"a man holding a large rock in his hands with a caption that reads, 8 year old"
210324,./memes_training/210324.jpeg,there are two pictures of a man in a suit and tie
210329,./memes_training/210329.jpeg,arafed man and woman laying in bed with a pillow and a pillow
210332,./memes_training/210332.jpeg,there is a woman in a bathtub with a heart shaped tub
210333,./memes_training/210333.jpeg,a man in a black shirt and yellow gloves holding a bucket of food
210334,./memes_training/210334.jpeg,jesus stop projecting the french flag on that girl she doesn't want to be french jesus st
210335,./memes_training/210335.jpeg,a dragon with a light saber and a man on it is in the snow
210336,./memes_training/210336.jpeg,arafed image of a man falling off a skateboard on a sidewalk
210337,./memes_training/210337.jpeg,there is no such thing reverse racism or reverse discrimination
210340,./memes_training/210340.jpeg,a poster with a picture of a brain and a person with a brain on it
210341,./memes_training/210341.jpeg,a woman in a mask is holding a gun with a light
210342,./memes_training/210342.png,there is a bird that is standing on the grass with a caption
210343,./memes_training/210343.jpeg,a woman with dreadlocks and glasses sitting in front of a crowd
210344,./memes_training/210344.jpeg,sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge
210345,./memes_training/210345.jpeg,a poster with a group of people standing in front of a white background
210346,./memes_training/210346.jpeg,philososaurus with a caption saying if women do the same job as men for less money
210347,./memes_training/210347.jpeg,arafed man in a blue shirt is playing with a dog
210348,./memes_training/210348.jpeg,araffe is standing on its hind legs and looking at a phone
210349,./memes_training/210349.jpeg,"a woman with a funny expression on her face and a caption that says, we need an"
210350,./memes_training/210350.jpeg,a man in a leather jacket talking on a cell phone
210353,./memes_training/210353.jpeg,a cartoon of a man kneeling down with his hands in the air
210354,./memes_training/210354.jpeg,arafed image of a man and woman sitting at a table with a man in a suit
210355,./memes_training/210355.jpeg,there are two pictures of a man with glasses and a speech bubble
210356,./memes_training/210356.jpeg,a close up of a person giving a thumbs up with a caption
210357,./memes_training/210357.jpeg,a woman in a suit is on a television show with a caption
210359,./memes_training/210359.jpeg,a woman in a black shirt is talking to a man in a pink shirt
210362,./memes_training/210362.jpeg,"blondes nuff said, i'm not a bad girl"
210364,./memes_training/210364.jpeg,a close up of a woman with a surprised look on her face
210366,./memes_training/210366.jpeg,blond woman in white bra top with money in mouth
210367,./memes_training/210367.jpeg,a close up of a person with a blond wig and a quote
210369,./memes_training/210369.png,a woman with a funny expression on her face holding a sign
210370,./memes_training/210370.jpeg,a close up of a person with a funny face on a wall
210372,./memes_training/210372.jpeg,a woman with a funny expression on her face saying why do blondes always smile during thunderstorm
210373,./memes_training/210373.jpeg,a woman holding a box with a man in it and a sign that says free mammog
210375,./memes_training/210375.jpeg,arafed woman in a pink shirt with a red heart on it
210377,./memes_training/210377.png,blond blonde joke with caption of a woman laughing and laughing
210378,./memes_training/210378.jpeg,a cartoon of a woman with a red hat and a man with a red hat
210379,./memes_training/210379.jpeg,two women walking down a sidewalk next to the ocean
210380,./memes_training/210380.jpeg,arafed picture of a woman eating a piece of cake
210381,./memes_training/210381.jpeg,arafed woman speaking into a microphone with a statue of a man in the background
210382,./memes_training/210382.jpeg,a woman with blonde hair and a pink shirt is talking to someone
210383,./memes_training/210383.jpeg,a woman in a suit and cowboy hat with a caption of donald and mello
210384,./memes_training/210384.jpeg,arafed woman holding a candy bar in her mouth and looking at it
210385,./memes_training/210385.jpeg,a woman with long blonde hair and a white top is holding her hand up to her mouth
210387,./memes_training/210387.jpeg,a woman in a red jacket standing in front of a clock
210388,./memes_training/210388.jpeg,a picture of a picture of a quote that says girls compete with each other
210389,./memes_training/210389.jpeg,two toy story characters are standing next to each other
210391,./memes_training/210391.jpeg,a close up of a woman with long hair smiling at the camera
210393,./memes_training/210393.jpeg,a woman with a pink sweater and pink hearts on her chest
210394,./memes_training/210394.jpeg,there are two pictures of a woman covering her face with a scarf
210395,./memes_training/210395.png,there are two dogs wearing pink shirts and one is wearing a pink shirt
210396,./memes_training/210396.jpeg,arafed man in a brown outfit holding a gun in the snow
210398,./memes_training/210398.jpeg,not sure if women are embrowed or victims - not sure if women are embrowed
210400,./memes_training/210400.jpeg,what if i told you empowering women are independent humble visionary and determined
210401,./memes_training/210401.jpeg,arafed picture of a woman with a caption of a quote
210402,./memes_training/210402.jpeg,a man in a purple jacket and bow tie holding his head
210404,./memes_training/210404.jpeg,a woman sitting on a couch next to a man who is laying down
210406,./memes_training/210406.jpeg,a woman in a red dress holding a microphone and singing
210408,./memes_training/210408.jpeg,a man in a suit holding a microphone and talking into a microphone
210409,./memes_training/210409.jpeg,a close up of a person holding a rope with a caption of a man on it
210411,./memes_training/210411.jpeg,an old man in a hat points at the camera with a caption
210412,./memes_training/210412.jpeg,a picture of a boy laughing with a caption that says asks sir to tell a joke turns
210413,./memes_training/210413.jpeg,a close up of a child with a chain around her neck
210414,./memes_training/210414.jpeg,a man in a gladia costume holding a sword and yelling
210416,./memes_training/210416.jpeg,arafed man in a suit and tie standing in front of a white board
210417,./memes_training/210417.jpeg,yoda one can simply move things around
210418,./memes_training/210418.jpeg,that would be great office space person meme
210419,./memes_training/210419.jpeg,someone is encouraging them to rise above adversity not constantly telling them they cant do it
210421,./memes_training/210421.png,a cartoon of a family watching a baseball game from a fence
210422,./memes_training/210422.jpeg,arafed woman with dreadlocks and glasses in a crowd
210424,./memes_training/210424.jpeg,a close up of a person talking on a cell phone
210426,./memes_training/210426.jpeg,a couple of people that are hugging each other in the same picture
210427,./memes_training/210427.jpeg,a woman standing next to a man in a blue shirt
210428,./memes_training/210428.jpeg,a woman holding up two signs that say equality for women
210429,./memes_training/210429.jpeg,a close up of a sign with a person and a woman
210431,./memes_training/210431.jpeg,a woman with glasses and a red shirt is standing in front of a crowd
210432,./memes_training/210432.jpeg,arafed guy with a black shirt and a black shirt with a girl in it
210433,./memes_training/210433.jpeg,a cartoon picture of a man and woman with different facial expressions
210435,./memes_training/210435.jpeg,a cartoon of a man and woman who are different from each other
210436,./memes_training/210436.jpeg,a cartoon picture of a woman with a bow on her head
210437,./memes_training/210437.png,a woman sitting at a desk with a laptop and a notepad
210438,./memes_training/210438.jpeg,a cartoon picture of a man and woman running together
210439,./memes_training/210439.jpeg,a cartoon of a man with a beard and a woman with a red light on their face
210440,./memes_training/210440.png,a woman with red hair and glasses is making a funny face
210441,./memes_training/210441.jpeg,a couple of people holding up signs in front of a building
210443,./memes_training/210443.jpeg,a man with a beard and a beardlock standing in front of a mountain
210444,./memes_training/210444.png,a cartoon of a group of people standing on top of a fence
210445,./memes_training/210445.jpeg,a close up of a donut with a caption of a girl
210447,./memes_training/210447.jpeg,a man sitting in a chair with a book in his hand
210448,./memes_training/210448.jpeg,a picture of a group of young people standing next to each other
210449,./memes_training/210449.png,a cartoon of a man talking to a woman about science
210450,./memes_training/210450.png,arafed image of a man in a suit and tie with his hands up
210451,./memes_training/210451.jpeg,a close up of a person with a funny face on a bus
210452,./memes_training/210452.jpeg,a woman with a black and white striped shirt is looking at the camera
210454,./memes_training/210454.jpeg,a cartoon picture of a man sitting on a bench with a caption of the same person
210455,./memes_training/210455.jpeg,a man sitting on a couch with a caption of a woman talking to him
210456,./memes_training/210456.jpeg,arafed image of a man in a top hat and bow tie
210457,./memes_training/210457.jpeg,a chart showing the percentage of women at the executive level when their performance is value 3 % less
210458,./memes_training/210458.jpeg,a drawing of two people standing next to each other with words on them
210459,./memes_training/210459.jpeg,people holding a banner that says men of quality respect womens equality
210462,./memes_training/210462.png,a close up of a poster with a man pointing at the camera
210463,./memes_training/210463.jpeg,a shirtless man with a microphone in his hand and a caption saying doesn't believe
210464,./memes_training/210464.jpeg,a cartoon of a man and woman standing next to each other
210465,./memes_training/210465.jpeg,"a woman with her mouth open and a caption saying, is shown evidence of film makers eating"
210467,./memes_training/210467.jpeg,arafed woman in glasses making a funny face with her finger
210468,./memes_training/210468.jpeg,a picture of a woman with a caption that says that awkward moment when you are called a
210469,./memes_training/210469.jpeg,a cartoon of a woman with glasses and a pink hair
210471,./memes_training/210471.jpeg,a close up of a person wearing a hat and a purple jacket
210473,./memes_training/210473.jpeg,woman with red hair and glasses on talking to a man in a white jacket
210475,./memes_training/210475.jpeg,a cartoon of a woman and a man with a large bag of food
210476,./memes_training/210476.jpeg,arafed woman with red hair and blue eyes with a pink lipstick
210477,./memes_training/210477.jpeg,arafed woman holding a sign that says hey beautiful why don't you smile
210478,./memes_training/210478.jpeg,"a woman holding a sign that says, i need feminism because i'm not a feminist"
210480,./memes_training/210480.jpeg,a woman with a yoda face and a caption that says the feminist agenda is strong with
210481,./memes_training/210481.jpeg,there are four pictures of a woman with different facial expressions
210482,./memes_training/210482.png,a cartoon of a man and woman holding guns in their hands
210484,./memes_training/210484.jpeg,a woman in a blue dress with a quote on it
210485,./memes_training/210485.jpeg,araffes with a woman in a silver dress and a man in a black suit
210486,./memes_training/210486.jpeg,a woman holding a sign that says feminist and a man holding a sign that says feminist
210487,./memes_training/210487.jpeg,a close up of a person wearing a crown on a stage
210488,./memes_training/210488.jpeg,"arafed man in a suit and tie with a caption saying, cat calling isn '"
210489,./memes_training/210489.jpeg,a cartoon image of a sponge sponge with a caption saying twitter
210490,./memes_training/210490.jpeg,a man in a sweater is smiling and holding a cell phone
210491,./memes_training/210491.png,a close up of a woman with glasses and a sword
210493,./memes_training/210493.jpeg,there are two pictures of a woman with red hair and a man with red hair
210498,./memes_training/210498.jpeg,a woman holding a sign that says this is still what a feminist looks like
210499,./memes_training/210499.jpeg,a woman laughing and laughing with a caption of a girl saying
210500,./memes_training/210500.jpeg,a close up of a cartoon character with a caption of a woman
210501,./memes_training/210501.png,there is a man with a beard and a blue shirt
210502,./memes_training/210502.png,cartoon of a man and woman talking to each other in a window
210504,./memes_training/210504.jpeg,a woman with a shaved head and a pink top and a green dress
210505,./memes_training/210505.jpeg,a woman in a green shirt holding a comb and a pink and blue background
210506,./memes_training/210506.jpeg,arafed image of a woman sitting in a chair with a quote on it
210507,./memes_training/210507.jpeg,arafed woman holding a file of paper in front of a box
210509,./memes_training/210509.jpeg,a cartoon of a man with a beard and a woman with a beard
210513,./memes_training/210513.png,a close up of a person with a caption on a computer screen
210514,./memes_training/210514.jpeg,a poster with a bunch of women in different poses
210515,./memes_training/210515.png,someone is using a blue button to press the words on a keyboard
210516,./memes_training/210516.jpeg,a green and black picture of a dinosaur with a caption saying if the election of feminists
210517,./memes_training/210517.png,a woman holding a sign that says this is feminism and a picture of a woman holding a sign
210518,./memes_training/210518.jpeg,two pictures of a cartoon character with a caption that reads feminists when women are being abused
210519,./memes_training/210519.png,arafed man with pink hearts on his face and a man with a beard
210520,./memes_training/210520.jpeg,a woman standing next to a tree with a man holding a knife
210521,./memes_training/210521.jpeg,arafed image of a woman with a fist in front of a poster
210524,./memes_training/210524.jpeg,araffes are the only female feminists when they discover corona killed more men than women
210525,./memes_training/210525.jpeg,a picture of a woman's head with the words men exit feminists an yes misgly
210526,./memes_training/210526.jpeg,arafed image of a man in a suit and tie with a quote on it
210528,./memes_training/210528.jpeg,a cartoon of a woman and a man with a child and a woman with a baby
210529,./memes_training/210529.jpeg,araffes feminists the we want some rights as men feminists now
210530,./memes_training/210530.jpeg,a picture taken from a magazine with a picture of a woman washing dishes
210532,./memes_training/210532.png,a close up of two pictures of a woman with glasses and a man with glasses
210534,./memes_training/210534.jpeg,a close up of a person with a tag on their neck
210535,./memes_training/210535.jpeg,a woman with a white wig and a blue dress is standing in front of a fire
210536,./memes_training/210536.png,a cartoon of a girl with a pink dress and a chain
210539,./memes_training/210539.jpeg,araffe woman in a wedding dress taking a selfie with a cell phone
210541,./memes_training/210541.jpeg,a cartoon of a woman talking to a man about charging a laptop
210543,./memes_training/210543.jpeg,a cartoon picture of a woman with a funny expression on her face
210545,./memes_training/210545.jpeg,muslim woman in black holding a baby in her arms
210546,./memes_training/210546.jpeg,a close up of a table with a bunch of tools on it
210548,./memes_training/210548.jpeg,"a picture of a frog with a hoodie and a caption saying, me looking up at"
210549,./memes_training/210549.jpeg,a picture taken from a social media post of a woman with a hair dryer on her head
210550,./memes_training/210550.jpeg,a cartoon picture of a woman talking on a cell phone
210552,./memes_training/210552.jpeg,i always wanted to be forced to remized
210553,./memes_training/210553.jpeg,a picture of a man in a hard hat is fixing a window
210555,./memes_training/210555.jpeg,am the only one around here who realizes feminism means women being equal and someone feels treated by
210556,./memes_training/210556.jpeg,a cartoon of a man with a beard and a woman with a fake mustache
210560,./memes_training/210560.jpeg,cartoon of a girl laying in bed with a pillow and a pillow case
210561,./memes_training/210561.jpeg,a girl becomes 100 times more beautiful when she opens up her hair
210562,./memes_training/210562.jpeg,arafed man sitting on a table with a baby and a woman
210563,./memes_training/210563.jpeg,a close up of a man with a beard and a tie
210565,./memes_training/210565.png,there is a woman sitting at a table with a box of milk
210567,./memes_training/210567.jpeg,arafed woman with white hair and a white blouse sitting in a kitchen
210568,./memes_training/210568.jpeg,arafed woman holding two video game controllers in front of her face
210569,./memes_training/210569.jpeg,a couple of kids are walking down the street with bananas
210571,./memes_training/210571.jpeg,a close up of a man with a beard and a shirt
210572,./memes_training/210572.jpeg,one does not simply fill binders with women - one does not simply fill binders with women
210573,./memes_training/210573.jpeg,"arafed woman with dreadlocks and a hat with a caption saying, is a"
210574,./memes_training/210574.jpeg,a cartoon picture of a flower with a caption saying americans when a woman wants to control what
210576,./memes_training/210576.jpeg,arafed woman in a short skirt and white shirt standing in a room
210577,./memes_training/210577.jpeg,arafed woman with a sad expression on her face holding her head
210578,./memes_training/210578.jpeg,arafed woman with arms outstretched in front of a man with a back pack
210579,./memes_training/210579.jpeg,a close up of two pictures of a woman wearing a hat
210580,./memes_training/210580.jpeg,a cartoon of a woman talking on a cell phone while a man watches
210582,./memes_training/210582.jpeg,three women in different outfits are posing for a picture
210583,./memes_training/210583.jpeg,a picture of a pair of shoes with lights on them
210584,./memes_training/210584.jpeg,there is a man and woman hugging each other in the woods
210585,./memes_training/210585.jpeg,a picture of a man with a face mask on and a woman with a face mask on
210587,./memes_training/210587.jpeg,a cartoon drawing of a man and woman with a camera
210588,./memes_training/210588.jpeg,a picture of a man in a suit and tie sitting down
210589,./memes_training/210589.png,a close up of a cartoon of a man and a woman
210591,./memes_training/210591.jpeg,a woman in a pink shirt is standing in a room with people
210592,./memes_training/210592.jpeg,arafed woman in a hat and sunglasses standing in front of a store
210595,./memes_training/210595.jpeg,arafed man in a kitchen with a knife and a knife in his hand
210596,./memes_training/210596.jpeg,woman sitting on a ledge with a cup of coffee in her hand
210597,./memes_training/210597.jpeg,there is a woman and a child sitting on the steps
210598,./memes_training/210598.jpeg,"kermile the frog drinking tea saying, i'm not sure that i have the right"
210600,./memes_training/210600.jpeg,a close up of a person in a shirt and tie with a tie
210601,./memes_training/210601.png,there are many pictures of a woman holding a sign in front of a crowd
210602,./memes_training/210602.jpeg,a picture taken from a video of a man in a suit holding a microphone
210603,./memes_training/210603.jpeg,a cartoon image of a man in a hat and glasses with a caption saying is that a
210605,./memes_training/210605.jpeg,a cartoon of a woman in a hard hat and a man in a hard hat
210607,./memes_training/210607.jpeg,a picture of a man in a suit and glasses is smiling
210608,./memes_training/210608.jpeg,a woman in a hat and sunglasses is holding a cell phone
210609,./memes_training/210609.jpeg,a woman standing in front of a red wall with a caption saying i always ask the guys
210613,./memes_training/210613.jpeg,a picture of a group of people standing around a poster
210614,./memes_training/210614.jpeg,a man with a mustache and mustache mustaches is pointing at something
210615,./memes_training/210615.jpeg,a cartoon drawing of a man sitting in a chair with a laptop
210616,./memes_training/210616.png,there is a woman that is sitting down smoking a cigarette
210617,./memes_training/210617.jpeg,"a close up of a baby yodah with a caption that reads, me ten minutes"
210618,./memes_training/210618.jpeg,a cartoon of a man in a sailor hat talking to a woman
210619,./memes_training/210619.jpeg,a close up of a penguin sitting on a chair with a banana
210622,./memes_training/210622.jpeg,a picture taken from a picture of a giraffe sitting on a tree
210624,./memes_training/210624.jpeg,there is a picture of a person holding a wallet with a picture of a girl
210625,./memes_training/210625.jpeg,a woman with long hair and a funny expression on her face
210627,./memes_training/210627.jpeg,a bear that is sitting on a log with a caption saying girlfriend and i have been having
210629,./memes_training/210629.jpeg,a woman and a man are sitting down and talking to each other
210630,./memes_training/210630.jpeg,three children in underwear are dancing and laughing on a dirt road
210632,./memes_training/210632.jpeg,a woman standing next to a man with a tattoo on his arm
210636,./memes_training/210636.jpeg,a screenshot of a news page with a man in a suit and tie
210638,./memes_training/210638.jpeg,a woman holding her head in her hands and looking at the camera
210639,./memes_training/210639.jpeg,cartoon of a man sitting on a chess board with a laptop
210640,./memes_training/210640.jpeg,there is a poster with a picture of a star in the sky
210641,./memes_training/210641.jpeg,a picture taken from a computer screen of a man sitting at a table with a book and a
210642,./memes_training/210642.jpeg,arafed man with a sad expression on his face and a caption that reads when you
210643,./memes_training/210643.jpeg,arafed picture of a white cat sitting on a chair with its paws up
210644,./memes_training/210644.jpeg,a man talking on a cell phone while holding a cell phone to his ear
210647,./memes_training/210647.jpeg,a woman in a bikini holding a cell phone up to her ear
210648,./memes_training/210648.jpeg,a close up of a child writing on a blackboard with a caption
210649,./memes_training/210649.jpeg,arafed to take his girl out subscribed to multiple females onyanso
210650,./memes_training/210650.jpeg,a woman with a funny expression on her face saying you didn't fix the problem oh wait
210651,./memes_training/210651.jpeg,there are two men fighting with lightsabers in the dark
210653,./memes_training/210653.jpeg,a cartoon drawing of a man and woman with different facial expressions
210655,./memes_training/210655.jpeg,there are a lot of people that are standing in line
210656,./memes_training/210656.jpeg,a cartoon drawing of a man with a beard and a woman with a ponytail
210657,./memes_training/210657.jpeg,a cartoon drawing of two men and a woman with a beard
210660,./memes_training/210660.png,a cartoon drawing of a man with a beard and a woman with a beard
210661,./memes_training/210661.jpeg,a picture of a picture of a person with a purple mask and a purple mask
210662,./memes_training/210662.jpeg,a cartoon drawing of a man with a light saber and a woman with a beard
210666,./memes_training/210666.jpeg,a cartoon picture of a girl and a guy with a pentagram
210667,./memes_training/210667.jpeg,a cartoon picture of a bunch of people with different expressions
210668,./memes_training/210668.jpeg,a cartoon of a woman and a man with different facial expressions
210670,./memes_training/210670.png,a cartoon picture of a man and woman with a box of cereal
210671,./memes_training/210671.png,a cartoon drawing of a man and woman with different facial expressions
210672,./memes_training/210672.jpeg,a picture of a woman in a pink dress and a man in a black suit and a man
210674,./memes_training/210674.jpeg,a close up of a car with a woman standing next to it
210675,./memes_training/210675.jpeg,a picture of a woman in a hat and a man in a suit
210678,./memes_training/210678.jpeg,a close up of a couple of dolls with a man kissing them
210682,./memes_training/210682.jpeg,a man sitting on top of a red sports car next to a lake
210688,./memes_training/210688.png,arafed woman with a motorcycle in front of a gold digger
210689,./memes_training/210689.png,araffe with a hat on its head and a caption that reads when you finally catch
210690,./memes_training/210690.jpeg,"a cartoon drawing of a guy with a caption saying, let me grab them cheeks i love"
210691,./memes_training/210691.jpeg,a close up of a bird flying over a body of water
210692,./memes_training/210692.jpeg,a close up of a person in a suit and tie making a funny face
210693,./memes_training/210693.jpeg,a cartoon picture of a man with a hand up in the air
210694,./memes_training/210694.jpeg,a cartoon of a series of comics with a man and woman
210695,./memes_training/210695.jpeg,a cartoon of a man flying through the air with a kite
210696,./memes_training/210696.jpeg,a comic strip with a picture of a man and woman talking to each other
210699,./memes_training/210699.jpeg,there is a dog that is sitting in front of a table
210700,./memes_training/210700.jpeg,a man with long hair and a beard smiles while talking on a cell phone
210702,./memes_training/210702.png,"a cartoon picture of a pony with a sad face and a caption saying,'harmony?"
210704,./memes_training/210704.png,arafed woman with dreadlocks sitting in front of a red wall
210705,./memes_training/210705.jpeg,batman slapping a woman in a yellow shirt with a speech bubble above her
210706,./memes_training/210706.jpeg,a woman with dreadlocks and a hat is looking up at the sky
210707,./memes_training/210707.jpeg,a woman with power tough alone ruthless frigid
210708,./memes_training/210708.png,a man sitting at a table with a beer bottle and a sign that says i don't
210711,./memes_training/210711.jpeg,three little boys in underwear are dancing in the dirt
210712,./memes_training/210712.jpeg,a close up of a toy figure with a green handle
210713,./memes_training/210713.jpeg,a cartoon picture of a person sitting on top of a purple elephant
210715,./memes_training/210715.png,a man in glasses and a tie is staring at the camera
210716,./memes_training/210716.jpeg,a woman with dreads and a hat on sitting in front of a crowd
210718,./memes_training/210718.jpeg,a woman in a black shirt and blue pants holding a pink object
210719,./memes_training/210719.jpeg,someone is getting a tooth check from a woman who is laying on a bed
210720,./memes_training/210720.jpeg,there is a dog that is sitting on a blue and white background
210722,./memes_training/210722.jpeg,a close up of a person wearing jeans with different types of jeans
210723,./memes_training/210723.jpeg,arafed guy gets photograph of his hips that same guy when he gets turned into a me
210724,./memes_training/210724.jpeg,a woman with the largest hips in the world is on the stairs
210725,./memes_training/210725.jpeg,a cartoon picture of a man and a rabbit with glasses on
210726,./memes_training/210726.jpeg,"arafed man holding a bone in his hands with a caption that reads, so sad"
210727,./memes_training/210727.jpeg,obama and biden obama are talking to each other
210729,./memes_training/210729.jpeg,a close up of a person holding a cell phone with a caption
210732,./memes_training/210732.jpeg,"a diagram of a woman's life with the words, it's okay to hit a"
210733,./memes_training/210733.png,a picture of a man in a chair with a caption saying that he is a bad thing
210739,./memes_training/210739.jpeg,a woman with long hair smiles while sitting on a couch
210740,./memes_training/210740.jpeg,arafed woman with a pink shirt and a black jacket
210741,./memes_training/210741.jpeg,a picture of a man in a red shirt is pointing at a bird
210742,./memes_training/210742.jpeg,a woman and a child are talking to each other
210747,./memes_training/210747.png,panda bear sitting on its hind legs with a toothbrush in its paws
210749,./memes_training/210749.jpeg,a man with a mustache and mustache mustaches is looking at the camera
210750,./memes_training/210750.jpeg,a man with a funny expression on his face and a woman with a tie
210752,./memes_training/210752.jpeg,a cartoon of a woman sitting on a bed with a man sitting on the bed
210753,./memes_training/210753.jpeg,araff meme of a white cat with a caption of a woman
210754,./memes_training/210754.jpeg,"a man in a leather jacket with a text that reads, girl punches me men don't"
210755,./memes_training/210755.jpeg,a woman in pink jacket texting on her cell phone
210756,./memes_training/210756.jpeg,a close up of two pictures of a man with a smile
210759,./memes_training/210759.jpeg,a cartoon picture of a bear with a bow tie and a tuxedo
210760,./memes_training/210760.png,cartoon of a star wars character with a helmet and a pig
210761,./memes_training/210761.jpeg,a cartoon picture of a man with a purple shirt and a purple shirt
